Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
Baseline,35.09575653076172,0.9860581755638124,0.0126749658957123,4288195,144400
 w/o SH,31.930349349975586,0.9764118790626526,0.02135816588997841,1883854,152881
